224	0.29999999999999999	317.91352380058407
0	0	1
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	0.45031503101056203
7	0	0.70886344532150269
8	0	-1
9	0	1
10	0	1
11	0	1
12	0	1
13	0	1
14	0	1
0	1	1
1	1	1
3	1	-1
4	1	-1
5	1	-1
6	1	-1
7	1	-1
8	1	-1
9	1	-1
10	1	-1
11	1	-1
12	1	-1
13	1	1
14	1	1
0	2	1
1	2	1
2	2	-1
3	2	-1
4	2	-1
5	2	-1
6	2	-1
7	2	-1
8	2	-1
9	2	-1
10	2	-1
11	2	-1
12	2	-0.26927360931222877
13	2	1
14	2	1
0	3	1
1	3	0.75712304582566714
2	3	-1
3	3	0.42944234845281803
4	3	-1
5	3	-1
6	3	-1
7	3	-1
8	3	-1
9	3	-1
10	3	-1
11	3	-1
12	3	-1
13	3	1
14	3	1
0	4	1
1	4	1
2	4	-1
3	4	-0.40538106950221187
4	4	-1
5	4	-1
6	4	-1
7	4	-1
8	4	-1
9	4	-1
10	4	-1
11	4	-1
12	4	-1
13	4	1
14	4	1
0	5	1
1	5	0.26238764216743354
2	5	-1
3	5	-1
4	5	-1
5	5	-1
6	5	-1
7	5	-1
8	5	-1
9	5	-1
10	5	-1
11	5	-1
12	5	-1
13	5	1
14	5	1
0	6	1
1	6	1
2	6	-1
3	6	-1
4	6	-1
5	6	-1
6	6	-1
7	6	-1
8	6	-1
9	6	-1
10	6	-1
11	6	-1
12	6	-1
13	6	1
14	6	1
0	7	1
1	7	0.54818629101589256
2	7	-1
3	7	-1
4	7	-1
5	7	-1
6	7	-1
7	7	-1
8	7	-1
9	7	-1
10	7	-1
11	7	-1
12	7	-1
13	7	1
14	7	1
0	8	1
1	8	1
2	8	-1
3	8	-1
4	8	-1
5	8	-1
6	8	-1
7	8	-1
8	8	-1
9	8	-1
10	8	-1
11	8	-0.75229919375294663
12	8	-1
13	8	1
14	8	1
0	9	1
1	9	1
2	9	-1
3	9	-1
4	9	-1
5	9	-1
6	9	-1
7	9	-1
8	9	-0.43404835008951775
9	9	-1
10	9	-1
11	9	-1
12	9	-0.59702311343911385
13	9	1
14	9	1
0	10	1
1	10	1
2	10	-1
3	10	-0.31597983539444674
4	10	-1
5	10	-1
6	10	-0.71284667618790631
7	10	-0.54057343734465024
8	10	-1
9	10	-1
10	10	-1
11	10	1
12	10	1
13	10	1
14	10	1
0	11	1
1	11	1
2	11	-0.62211412708149105
3	11	-1
4	11	-1
5	11	1
6	11	-0.97361047114668153
7	11	-1
8	11	1
9	11	1
10	11	-0.53316792054268114
11	11	1
12	11	1
13	11	1
14	11	1
0	12	1
1	12	1
2	12	1
3	12	1
4	12	1
5	12	1
6	12	1
7	12	1
8	12	1
9	12	1
10	12	1
11	12	1
12	12	1
13	12	1
14	12	1
0	13	1
1	13	1
2	13	1
3	13	1
4	13	1
5	13	1
6	13	1
7	13	1
8	13	1
9	13	1
10	13	1
11	13	1
12	13	1
13	13	1
14	13	1
0	14	1
1	14	1
2	14	1
3	14	1
4	14	1
5	14	1
6	14	1
7	14	1
8	14	1
9	14	1
10	14	1
11	14	1
12	14	1
13	14	1
14	14	1
