144	0.29999999999999999	406.3680562203391
0	0	-85.344863044446143
1	0	360.00626141174769
2	0	-617.62030570820025
3	0	883.31313461163973
4	0	-1151.8053758721499
5	0	1156.64539930615
6	0	-845.66803720778796
7	0	757.28097012065939
8	0	-1033.4776893164737
9	0	1119.7619728544616
10	0	-812.11426741927869
11	0	291.89882222691784
0	1	110.4064342761553
1	1	-530.56772171472016
2	1	896.97337654628257
3	1	-1342.1629083208243
4	1	2000
5	1	-1949.5744343950551
6	1	933.49710092795806
7	1	-330.23119671770462
8	1	747.29280094308854
9	1	-1021.413666060317
10	1	785.1632534825203
11	1	-216.13061700027396
0	2	122.98313913899223
1	2	43.514446962517766
2	2	-21.167124239550969
3	2	199.38711208900421
4	2	-1150.5277906453462
5	2	1114.4255158706026
6	2	516.6355741518588
7	2	-1737.0925906292678
8	2	1443.0914688802561
9	2	-1046.6361738682581
10	2	721.10725959222464
11	2	-502.64250555396228
0	3	-292.13318442725546
1	3	369.6153864815692
2	3	-825.1894089978947
3	3	966.64996394911736
4	3	368.81408305031641
5	3	-787.85203552383132
6	3	-649.93904814744576
7	3	1872.2041968457261
8	3	-1836.7253497747397
9	3	1899.3930891336984
10	3	-1653.2571994222317
11	3	1071.891518158375
0	4	335.66894351374583
1	4	-520.20613425722797
2	4	1261.9676656945794
3	4	-1533.939463784475
4	4	-305.53514633682727
5	4	1449.8787435828419
6	4	-877.90354097884801
7	4	291.54037342832606
8	4	-226.68250397867749
9	4	-642.86994399147909
10	4	1204.5051296542447
11	4	-1097.2811049800687
0	5	-325.71202387822626
1	5	579.55994922137529
2	5	-1502.6134045000922
3	5	1788.4576954872227
4	5	277.60560971953811
5	5	-1784.0723075699887
6	5	1910.7307238583949
7	5	-2000
8	5	2000
9	5	-631.85173233488092
10	5	-548.39521386957904
11	5	947.04954107622052
0	6	264.12993429317129
1	6	-516.71562727570927
2	6	1555.773982955347
3	6	-2000
4	6	308.11124245443921
5	6	916.91444210063787
6	6	-1288.0527414542257
7	6	1803.8677325816996
8	6	-2000
9	6	672.40905932673536
10	6	499.71703430675223
11	6	-946.32814707806756
0	7	-119.18572302217423
1	7	240.82437839029726
2	7	-1257.9371358015505
3	7	2000
4	7	-1243.6413828917855
5	7	800.89724295507892
6	7	-492.13702362422623
7	7	-365.14886244606743
8	7	821.00125876769823
9	7	191.0352657059691
10	7	-1005.5768439963407
11	7	1114.7397583879635
0	8	-159.20223474645692
1	8	408.60102041907146
2	8	291.52383941385881
3	8	-1226.8099471975195
4	8	1510.7510893528347
5	8	-2000
6	8	1909.0997430144091
7	8	-884.60124665653029
8	8	301.78736919903457
9	8	-1098.1106571184048
10	8	1570.8542489969122
11	8	-1272.3678379081639
0	9	523.36270840105203
1	9	-1296.5133468412998
2	9	1242.9277441349075
3	9	-563.64814933581135
4	9	-270.15710561666685
5	9	1358.4277357053993
6	9	-1554.3747048840291
7	9	643.15652224886151
8	9	-134.87574460748175
9	9	857.02628078908037
10	9	-1296.3257621110172
11	9	1027.2054333401902
0	10	-558.87062133690631
1	10	1368.7781949246844
2	10	-1618.6879578089925
3	10	1211.2333768614687
4	10	-282.74739096153974
5	10	-965.64709310196736
6	10	1423.6920660922347
7	10	-912.10271268331906
8	10	533.01525907659618
9	10	-918.48682169039853
10	10	1054.0133367219876
11	10	-720.99468463024755
0	11	332.75033065159312
1	11	-776.93354471517978
2	11	975.19859567047024
3	11	-815.55022050700791
4	11	284.65027978488848
5	11	458.11478224670481
6	11	-840.58674701969812
7	11	725.99451067995426
8	11	-577.83372217165288
9	11	672.74349586493395
10	11	-609.35413533914834
11	11	352.5959389817142
