wind_speed_mps	wind_direction_deg	price_da_eur_mwh	price_capacity_up_eur_mw_h	price_activation_up_eur_mwh	volume_activation_up_pu	price_imbalance_eur_mwh
19.314897453933529	231.55296932362671	0.01	81.947741935483847	163.63999999999999	0.16923076923076924	178.19999999999999
19.337930717765921	232.77119066034527	0.01	81.947741935483847	75.280000000000001	0.02393162393162393	111.3
19.36096398159831	233.98941199706385	0.01	81.947741935483847	76.739999999999995	0.02564102564102564	111.3
19.383997245430699	235.20763333378244	0.01	81.947741935483847	75.280000000000001	0.0059829059829059825	111.3
19.407030509263091	236.425854670501	0	81.947741935483847	300.44999999999999	0.44188034188034192	300.44999999999999
19.256244642024477	237.91157690606468	0	81.947741935483847	121.23999999999999	0.15042735042735045	121.23999999999999
19.105458774785866	239.39729914162839	0	81.947741935483847	70.260000000000005	0.0025641025641025641	111.3
18.954672907547256	240.88302137719211	0	81.947741935483847	127.47	0.011111111111111112	127.47
18.803887040308641	242.36874361275579	-0.01	81.947741935483847	261.74000000000001	0.42478632478632483	261.74000000000001
18.604290205350207	242.8732439651215	-0.01	81.947741935483847	75.260000000000005	0.035042735042735043	111.3
18.404693370391769	243.37774431748724	-0.01	81.947741935483847	70.239999999999995	0	111.3
18.205096535433334	243.88224466985298	-0.01	81.947741935483847	75.260000000000005	0.030769230769230771	111.3
18.0054997004749	244.38674502221869	-0.029999999999999999	81.947741935483847	88.290000000000006	0.038461538461538464	250
17.921349612945534	245.28960949507203	-0.029999999999999999	81.947741935483847	70.579999999999998	0.063247863247863245	70.579999999999998
17.837199525416167	246.19247396792537	-0.029999999999999999	81.947741935483847	72.400000000000006	0.034188034188034191	72.400000000000006
17.753049437886805	247.09533844077868	-0.029999999999999999	81.947741935483847	71.200000000000003	0.0068376068376068376	71.200000000000003
17.668899350357439	247.99820291363201	-0.02	81.982365591397851	70.239999999999995	0.028205128205128202	70.239999999999995
17.51357962469767	249.34558078584431	-0.02	81.982365591397851	70.239999999999995	0.0034188034188034188	70.239999999999995
17.358259899037897	250.69295865805663	-0.02	81.982365591397851	70.219999999999999	0.026495726495726495	70.219999999999999
17.202940173378128	252.04033653026892	-0.02	81.982365591397851	70.219999999999999	0.013675213675213675	70.219999999999999
17.047620447718359	253.38771440248121	-0.050000000000000003	81.982365591397851	206.75	0.29658119658119658	206.75
17.011922260542228	253.65883065917365	-0.050000000000000003	81.982365591397851	70.329999999999998	0.058119658119658121	70.329999999999998
16.976224073366094	253.92994691586611	-0.050000000000000003	81.982365591397851	126.37	0.21025641025641026	126.37
16.94052588618996	254.20106317255858	-0.050000000000000003	81.982365591397851	233.38999999999999	0.39145299145299145	250
16.904827699013826	254.47217942925101	-0.02	81.982365591397851	122.98	0.18632478632478633	250
16.89522875686815	255.13316802053083	-0.02	81.982365591397851	75.25	0.021367521367521368	252.47999999999999
16.885629814722478	255.79415661181062	-0.02	81.982365591397851	75.25	0.019658119658119658	232
16.876030872576802	256.45514520309041	-0.02	81.982365591397851	92.840000000000003	0.04786324786324786	232
16.86643193043113	257.11613379437023	0	81.982365591397851	93.560000000000002	0.046153846153846156	250
16.791887754409572	257.63376767726595	0	81.982365591397851	76.239999999999995	0.037606837606837612	76.239999999999995
16.717343578388014	258.15140156016162	0	81.982365591397851	75.269999999999996	0.009401709401709403	75.269999999999996
16.642799402366457	258.66903544305728	0	81.982365591397851	75.269999999999996	0.0042735042735042739	75.269999999999996
16.568255226344899	259.18666932595301	0.040000000000000001	77.903225806451587	75.310000000000002	0.013675213675213675	75.310000000000002
16.439277042258034	259.26796429772969	0.040000000000000001	77.903225806451587	75.310000000000002	0.019658119658119658	75.310000000000002
16.310298858171169	259.34925926950643	0.040000000000000001	77.903225806451587	75.310000000000002	0.020512820512820513	75.310000000000002
16.181320674084304	259.43055424128312	0.040000000000000001	77.903225806451587	75.310000000000002	0.0068376068376068376	75.310000000000002
16.052342489997439	259.5118492130598	0.059999999999999998	77.903225806451587	75.329999999999998	0.009401709401709403	75.329999999999998
15.870050235002246	259.27564127354532	0.059999999999999998	77.903225806451587	75.329999999999998	0.0042735042735042739	75.329999999999998
15.687757980007055	259.03943333403083	0.059999999999999998	77.903225806451587	75.329999999999998	0.0042735042735042739	75.329999999999998
15.505465725011863	258.80322539451629	0.059999999999999998	77.903225806451587	75.329999999999998	0.011965811965811965	75.329999999999998
15.323173470016668	258.5670174550018	0.54000000000000004	77.903225806451587	77.650000000000006	0.017948717948717951	77.650000000000006
15.195853789057518	258.02426379986167	0.54000000000000004	77.903225806451587	122.75	0.036752136752136753	122.75
15.068534108098369	257.48151014472148	0.54000000000000004	77.903225806451587	132.41999999999999	0.05897435897435898	132.41999999999999
14.941214427139219	256.93875648958135	0.54000000000000004	77.903225806451587	70.329999999999998	0.0042735042735042739	70.329999999999998
14.813894746180068	256.39600283444122	2.2400000000000002	77.903225806451587	77.510000000000005	0.011111111111111112	77.510000000000005
14.636338409858293	255.85239897201242	2.2400000000000002	77.903225806451587	75.290000000000006	0.01282051282051282	75.290000000000006
14.458782073536518	255.30879510958363	2.2400000000000002	77.903225806451587	70.810000000000002	0.0008547008547008547	70.810000000000002
14.281225737214744	254.7651912471548	2.2400000000000002	77.903225806451587	70.810000000000002	0.01282051282051282	200
14.10366940089297	254.22158738472601	2	77.852473118279534	70.920000000000002	0.040170940170940174	200
13.994597599286267	253.46683542360591	2	77.852473118279534	73.459999999999994	0.065811965811965814	200
13.885525797679566	252.71208346248579	2	77.852473118279534	71.620000000000005	0.0076923076923076927	200
13.776453996072863	251.9573315013657	2	77.852473118279534	71.620000000000005	0.0017094017094017094	200
13.66738219446616	251.20257954024561	1.3500000000000001	77.852473118279534	71.620000000000005	0.0008547008547008547	71.620000000000005
13.438474853879551	249.99131320074292	1.3500000000000001	77.852473118279534	71.620000000000005	0.0025641025641025641	71.620000000000005
13.20956751329294	248.78004686124024	1.3500000000000001	77.852473118279534	72.849999999999994	0.035897435897435902	72.849999999999994
12.98066017270633	247.56878052173758	1.3500000000000001	77.852473118279534	80.480000000000004	0.034188034188034191	80.480000000000004
12.751752832119722	246.35751418223492	4.1299999999999999	77.852473118279534	148.78	0.21282051282051281	148.78
12.678145410279438	244.19033180885367	4.1299999999999999	77.852473118279534	124.95999999999999	0.13418803418803418	124.95999999999999
12.604537988439152	242.02314943547242	4.1299999999999999	77.852473118279534	268.08999999999997	0.48290598290598291	268.08999999999997
12.530930566598867	239.85596706209117	4.1299999999999999	77.852473118279534	223.30000000000001	0.25982905982905979	223.30000000000001
12.457323144758581	237.68878468870986	27.960000000000001	77.852473118279534	103.23	0.010256410256410256	103.23
12.532601580782387	235.77469213341172	27.960000000000001	77.852473118279534	253.53	0.25641025641025639	253.53
12.607880016806195	233.86059957811358	27.960000000000001	77.852473118279534	302.16000000000003	0.52991452991452992	302.16000000000003
12.683158452830003	231.94650702281541	27.960000000000001	77.852473118279534	257.30000000000001	0.49230769230769234	257.30000000000001
12.758436888853812	230.0324144675173	50.369999999999997	79.345161290322565	125.64	0.054700854700854701	252.58000000000001
12.610126266919636	226.86349544007601	50.369999999999997	79.345161290322565	125.64	0.0008547008547008547	232
12.461815644985462	223.69457641263475	50.369999999999997	79.345161290322565	125.64	0.0042735042735042739	232
12.313505023051288	220.52565738519348	50.369999999999997	79.345161290322565	125.64	0	229
12.165194401117109	217.35673835775219	53.759999999999998	79.345161290322565	145.37	0.030769230769230771	145.37
12.242987318693213	215.09005173639954	53.759999999999998	79.345161290322565	129.03	0.035042735042735043	129.03
12.320780236269314	212.8233651150469	53.759999999999998	79.345161290322565	124.70999999999999	0.017948717948717951	124.70999999999999
12.398573153845415	210.55667849369425	53.759999999999998	79.345161290322565	120.66	0.011965811965811965	120.66
12.47636607142152	208.2899918723416	56.770000000000003	79.345161290322565	120.64	0.022222222222222223	120.64
12.229937347131496	204.21651825415279	56.770000000000003	79.345161290322565	126.06	0.026495726495726495	126.06
11.983508622841477	200.14304463596392	56.770000000000003	79.345161290322565	121.67	0.020512820512820513	121.67
11.737079898551453	196.0695710177751	56.770000000000003	79.345161290322565	263.88	0.28376068376068381	263.88
11.49065117426143	191.99609739958623	51.399999999999999	79.345161290322565	327.5	0.99230769230769222	327.5
11.656828814513865	187.25388085658631	51.399999999999999	79.345161290322565	328.97000000000003	0.80854700854700845	669.74000000000001
11.823006454766301	182.51166431358638	51.399999999999999	79.345161290322565	126.67	0.0025641025641025641	546.27999999999997
11.989184095018734	177.76944777058645	51.399999999999999	79.345161290322565	264.32999999999998	0.059829059829059832	264.32999999999998
12.155361735271171	173.0272312275865	35.390000000000001	82.102365591397842	162.99000000000001	0.075213675213675224	171.90000000000001
12.594729970931176	172.79186708226447	35.390000000000001	82.102365591397842	225.63	0.026495726495726495	225.63
13.034098206591189	172.55650293694245	35.390000000000001	82.102365591397842	218.06999999999999	0.070940170940170952	218.06999999999999
13.473466442251201	172.32113879162043	35.390000000000001	82.102365591397842	110.66	0.0076923076923076927	110.66
13.912834677911206	172.0857746462984	40.740000000000002	82.102365591397842	202.84999999999999	0.04957264957264957	202.84999999999999
14.274237467304928	172.44084286159088	40.740000000000002	82.102365591397842	105.66	0.009401709401709403	105.66
14.63564025669865	172.79591107688336	40.740000000000002	82.102365591397842	105.66	0.0008547008547008547	212.84
14.997043046092365	173.15097929217583	40.740000000000002	82.102365591397842	116.01000000000001	0.029914529914529916	200
15.358445835486087	173.50604750746831	35.549999999999997	82.102365591397842	216.31999999999999	0.05726495726495727	216.31999999999999
15.744304278334546	172.35663138098795	35.549999999999997	82.102365591397842	105.81999999999999	0	105.81999999999999
16.130162721182998	171.20721525450762	35.549999999999997	82.102365591397842	94.299999999999997	0	94.299999999999997
16.516021164031457	170.05779912802726	35.549999999999997	82.102365591397842	213.21000000000001	0.075213675213675224	213.21000000000001
16.901879606879909	168.90838300154692	23.920000000000002	82.102365591397842	95.239999999999995	0.0042735042735042739	95.239999999999995
