426	0.29999999999999999	185.37909115287164
0	0	1
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	0	1
9	0	1
10	0	1
11	0	1
12	0	1
13	0	1
14	0	1
15	0	1
16	0	1
17	0	1
18	0	1
19	0	1
20	0	1
0	1	1
1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
0	2	1
1	2	1
2	2	1
3	2	1
4	2	1
5	2	0.82243864393937804
6	2	1
7	2	1
8	2	1
9	2	1
10	2	1
11	2	1
12	2	1
13	2	1
14	2	1
15	2	1
16	2	1
17	2	1
18	2	1
19	2	1
20	2	1
0	3	1
1	3	1
2	3	1
3	3	-0.60101817753146036
4	3	1
5	3	-1
6	3	0.17920344950717312
8	3	-0.82560126734528383
9	3	-1
10	3	-1
11	3	1
12	3	-1
13	3	-1
14	3	1
15	3	0.61593528031018629
16	3	1
17	3	1
18	3	1
19	3	1
20	3	1
0	4	1
1	4	1
2	4	-1
3	4	0.29358673395579016
4	4	-1
5	4	-1
6	4	-1
7	4	-0.92454203430137316
8	4	0.29071367646761276
9	4	-0.403562174930017
10	4	-0.96602284878008648
11	4	-1
12	4	0.94574189458257762
13	4	-1
15	4	0.90365363651845643
16	4	1
17	4	1
18	4	1
19	4	1
20	4	1
0	5	1
1	5	1
2	5	0.34955325892799111
3	5	-0.51079733248240422
4	5	-1
5	5	-0.48429567658830452
6	5	-1
7	5	-1
8	5	-1
9	5	-0.25853598942454287
10	5	-1
11	5	-1
13	5	-1
14	5	-0.60457201668916072
15	5	-1
16	5	-1
17	5	1
18	5	1
19	5	1
20	5	1
0	6	1
1	6	1
2	6	-1
3	6	-1
4	6	1
5	6	-1
6	6	-1
7	6	-1
8	6	-1
9	6	-1
10	6	-0.45929536628148998
11	6	-1
12	6	-1
13	6	-0.069790227010035247
14	6	-1
15	6	0.29244785775215104
16	6	1
17	6	1
18	6	1
19	6	1
20	6	1
0	7	1
1	7	1
2	7	-1
3	7	0.54623658567880184
4	7	-1
5	7	-1
6	7	-1
7	7	-1
8	7	-1
9	7	-1
10	7	-1
11	7	-1
12	7	-1
13	7	-1
14	7	-1
15	7	-1
16	7	-1
17	7	1
19	7	1
20	7	1
0	8	1
1	8	1
3	8	-1
4	8	-1
5	8	-1
6	8	-1
7	8	-1
8	8	-1
9	8	-1
10	8	-1
11	8	-1
12	8	-1
13	8	-1
14	8	-0.46122582247929966
15	8	-1
16	8	1
18	8	0.58462172833059312
19	8	1
20	8	1
0	9	1
1	9	1
2	9	-1
3	9	0.0087298846057561781
4	9	-0.85217789407833755
5	9	-1
6	9	-1
7	9	-1
8	9	-1
9	9	-1
10	9	-1
11	9	-1
12	9	-1
13	9	-1
14	9	-1
15	9	-1
16	9	0.74547654902594163
17	9	-1
18	9	1
19	9	1
20	9	1
0	10	1
1	10	1
2	10	-1
4	10	-1
5	10	-1
6	10	-1
7	10	-1
8	10	-1
9	10	-1
10	10	-1
11	10	-1
12	10	-1
13	10	-1
14	10	-0.63716511023089428
15	10	-1
16	10	-1
17	10	1
18	10	0.54756475285690387
19	10	1
20	10	1
0	11	1
1	11	1
2	11	-1
3	11	-0.39676521875109061
4	11	-1
5	11	-1
6	11	-1
7	11	-1
8	11	-1
9	11	-1
10	11	-1
11	11	-1
12	11	-1
13	11	-1
14	11	-1
15	11	-1
16	11	0.15302958367538172
17	11	0.26778633857372519
18	11	1
19	11	1
20	11	1
0	12	1
1	12	1
2	12	-1
4	12	-1
5	12	-1
6	12	-1
7	12	-1
8	12	-1
9	12	-1
10	12	-1
11	12	-1
12	12	-1
13	12	-1
14	12	-1
15	12	-1
16	12	1
17	12	-1
18	12	0.051298781580794026
19	12	1
20	12	1
0	13	1
1	13	1
2	13	-1
3	13	0.70705647903423363
4	13	-1
5	13	-1
6	13	-1
7	13	-1
8	13	-1
9	13	-1
10	13	-1
11	13	-1
12	13	-1
13	13	-1
14	13	-1
15	13	-1
16	13	-0.64061283334926877
17	13	1
18	13	1
19	13	1
20	13	1
0	14	1
1	14	1
2	14	-1
3	14	-1
4	14	-1
5	14	-1
6	14	-1
7	14	-1
8	14	-1
9	14	-1
10	14	-1
11	14	-1
12	14	-1
13	14	-1
14	14	-1
15	14	-0.17161026207209384
17	14	1
18	14	-0.60805019073987909
19	14	1
20	14	1
0	15	1
1	15	1
3	15	-0.81973198826037375
5	15	-1
6	15	-1
7	15	-1
8	15	-1
9	15	-1
10	15	-1
11	15	-1
12	15	-1
13	15	-1
14	15	-1
15	15	-1
16	15	-0.26223540861557992
17	15	0.12577013297007753
18	15	1
19	15	1
20	15	1
0	16	1
1	16	1
2	16	-1
3	16	1
4	16	-1
5	16	-1
6	16	-0.73588358221473538
7	16	-1
8	16	-1
9	16	-1
10	16	-1
11	16	-1
12	16	0.077393778986143399
13	16	-1
14	16	-0.14153058794389753
15	16	-1
16	16	0.58199379001183393
17	16	1
18	16	1
19	16	1
20	16	1
0	17	1
1	17	1
2	17	1
3	17	-0.61064447771056218
4	17	-0.60864934343727572
6	17	-1
8	17	-1
9	17	-1
10	17	-1
11	17	-1
12	17	-0.23853491131053364
13	17	-1
14	17	-1
16	17	-1
17	17	1
18	17	1
19	17	1
20	17	1
0	18	1
1	18	1
2	18	-1
3	18	0.42231067781301551
4	18	-1
5	18	0.38479179810405434
6	18	-1
7	18	-1
8	18	-1
9	18	-1
10	18	-0.31885084201249364
11	18	-1
12	18	-1
13	18	-0.72199593732386891
14	18	-1
15	18	1
16	18	0.09870436840974646
17	18	1
18	18	1
19	18	1
20	18	1
0	19	1
1	19	1
2	19	1
4	19	-1
5	19	-1
6	19	-1
7	19	-1
8	19	-1
9	19	-1
10	19	-1
11	19	-1
12	19	-1
13	19	-1
14	19	-1
15	19	-1
16	19	0.33765786027602418
17	19	1
18	19	1
19	19	1
20	19	1
0	20	1
1	20	1
2	20	1
3	20	1
4	20	1
5	20	1
6	20	1
7	20	1
8	20	1
9	20	1
10	20	1
11	20	1
12	20	1
13	20	1
14	20	1
15	20	1
16	20	1
17	20	1
18	20	1
19	20	1
20	20	1
